HARPNUM,file_name,label
54,hmi.sharp_cea_720s.54.20100612_040000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_050000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_060000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_070000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_080000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_090000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_100000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_110000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_120000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_130000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_140000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_150000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_160000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_170000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_180000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_190000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_200000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_210000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_220000_TAI,1
54,hmi.sharp_cea_720s.54.20100612_230000_TAI,1
54,hmi.sharp_cea_720s.54.20100613_000000_TAI,1
54,hmi.sharp_cea_720s.54.20100613_010000_TAI,1
57,hmi.sharp_cea_720s.57.20100615_210000_TAI,0
57,hmi.sharp_cea_720s.57.20100616_080000_TAI,0
57,hmi.sharp_cea_720s.57.20100617_080000_TAI,0
57,hmi.sharp_cea_720s.57.20100618_080000_TAI,0
57,hmi.sharp_cea_720s.57.20100619_080000_TAI,0
57,hmi.sharp_cea_720s.57.20100620_080000_TAI,0
57,hmi.sharp_cea_720s.57.20100621_080000_TAI,0
57,hmi.sharp_cea_720s.57.20100622_080000_TAI,0
57,hmi.sharp_cea_720s.57.20100623_080000_TAI,0
57,hmi.sharp_cea_720s.57.20100624_150000_TAI,0
57,hmi.sharp_cea_720s.57.20100625_000000_TAI,0
58,hmi.sharp_cea_720s.58.20100614_210000_TAI,0
58,hmi.sharp_cea_720s.58.20100615_000000_TAI,0
58,hmi.sharp_cea_720s.58.20100616_080000_TAI,0
58,hmi.sharp_cea_720s.58.20100617_080000_TAI,0
58,hmi.sharp_cea_720s.58.20100618_080000_TAI,0
58,hmi.sharp_cea_720s.58.20100619_080000_TAI,0
58,hmi.sharp_cea_720s.58.20100620_080000_TAI,0
58,hmi.sharp_cea_720s.58.20100621_000000_TAI,0
59,hmi.sharp_cea_720s.59.20100615_060000_TAI,0
59,hmi.sharp_cea_720s.59.20100620_190000_TAI,0
59,hmi.sharp_cea_720s.59.20100621_010000_TAI,0
62,hmi.sharp_cea_720s.62.20100617_080000_TAI,0
62,hmi.sharp_cea_720s.62.20100618_080000_TAI,0
62,hmi.sharp_cea_720s.62.20100619_080000_TAI,0
62,hmi.sharp_cea_720s.62.20100620_080000_TAI,0
62,hmi.sharp_cea_720s.62.20100621_010000_TAI,0
66,hmi.sharp_cea_720s.66.20100623_180000_TAI,0
66,hmi.sharp_cea_720s.66.20100624_080000_TAI,0
66,hmi.sharp_cea_720s.66.20100625_080000_TAI,0
66,hmi.sharp_cea_720s.66.20100626_080000_TAI,0
66,hmi.sharp_cea_720s.66.20100627_080000_TAI,0
66,hmi.sharp_cea_720s.66.20100628_080000_TAI,0
66,hmi.sharp_cea_720s.66.20100629_080000_TAI,0
66,hmi.sharp_cea_720s.66.20100630_150000_TAI,0
66,hmi.sharp_cea_720s.66.20100701_000000_TAI,0
66,hmi.sharp_cea_720s.66.20100702_010000_TAI,0
67,hmi.sharp_cea_720s.67.20100624_210000_TAI,0
67,hmi.sharp_cea_720s.67.20100625_080000_TAI,0
67,hmi.sharp_cea_720s.67.20100626_080000_TAI,0
67,hmi.sharp_cea_720s.67.20100627_080000_TAI,0
67,hmi.sharp_cea_720s.67.20100628_080000_TAI,0
67,hmi.sharp_cea_720s.67.20100629_080000_TAI,0
67,hmi.sharp_cea_720s.67.20100630_150000_TAI,0
67,hmi.sharp_cea_720s.67.20100701_080000_TAI,0
67,hmi.sharp_cea_720s.67.20100702_120000_TAI,0
68,hmi.sharp_cea_720s.68.20100624_210000_TAI,0
68,hmi.sharp_cea_720s.68.20100625_080000_TAI,0
68,hmi.sharp_cea_720s.68.20100626_080000_TAI,0
68,hmi.sharp_cea_720s.68.20100627_010000_TAI,0
71,hmi.sharp_cea_720s.71.20100627_220000_TAI,0
71,hmi.sharp_cea_720s.71.20100628_080000_TAI,0
71,hmi.sharp_cea_720s.71.20100629_080000_TAI,0
71,hmi.sharp_cea_720s.71.20100630_150000_TAI,0
71,hmi.sharp_cea_720s.71.20100701_080000_TAI,0
71,hmi.sharp_cea_720s.71.20100702_080000_TAI,0
71,hmi.sharp_cea_720s.71.20100703_080000_TAI,0
71,hmi.sharp_cea_720s.71.20100704_080000_TAI,0
71,hmi.sharp_cea_720s.71.20100705_080000_TAI,0
71,hmi.sharp_cea_720s.71.20100706_080000_TAI,0
71,hmi.sharp_cea_720s.71.20100707_070000_TAI,0
72,hmi.sharp_cea_720s.72.20100626_060000_TAI,0
72,hmi.sharp_cea_720s.72.20100627_080000_TAI,0
72,hmi.sharp_cea_720s.72.20100628_080000_TAI,0
72,hmi.sharp_cea_720s.72.20100629_000000_TAI,0
72,hmi.sharp_cea_720s.72.20100630_000000_TAI,0
75,hmi.sharp_cea_720s.75.20100628_080000_TAI,0
75,hmi.sharp_cea_720s.75.20100629_080000_TAI,0
75,hmi.sharp_cea_720s.75.20100630_150000_TAI,0
75,hmi.sharp_cea_720s.75.20100701_080000_TAI,0
75,hmi.sharp_cea_720s.75.20100702_080000_TAI,0
75,hmi.sharp_cea_720s.75.20100703_080000_TAI,0
75,hmi.sharp_cea_720s.75.20100704_080000_TAI,0
75,hmi.sharp_cea_720s.75.20100705_080000_TAI,0
75,hmi.sharp_cea_720s.75.20100706_000000_TAI,0
75,hmi.sharp_cea_720s.75.20100707_020000_TAI,0
76,hmi.sharp_cea_720s.76.20100629_210000_TAI,0
76,hmi.sharp_cea_720s.76.20100630_150000_TAI,0
76,hmi.sharp_cea_720s.76.20100701_000000_TAI,0
77,hmi.sharp_cea_720s.77.20100630_020000_TAI,0
77,hmi.sharp_cea_720s.77.20100701_160000_TAI,0
78,hmi.sharp_cea_720s.78.20100702_080000_TAI,0
78,hmi.sharp_cea_720s.78.20100703_080000_TAI,0
78,hmi.sharp_cea_720s.78.20100704_080000_TAI,0
78,hmi.sharp_cea_720s.78.20100705_080000_TAI,0
78,hmi.sharp_cea_720s.78.20100706_080000_TAI,0
78,hmi.sharp_cea_720s.78.20100707_150000_TAI,0
78,hmi.sharp_cea_720s.78.20100708_080000_TAI,0
78,hmi.sharp_cea_720s.78.20100709_000000_TAI,0
79,hmi.sharp_cea_720s.79.20100701_100000_TAI,0
81,hmi.sharp_cea_720s.81.20100703_220000_TAI,0
81,hmi.sharp_cea_720s.81.20100704_080000_TAI,0
81,hmi.sharp_cea_720s.81.20100705_000000_TAI,0
81,hmi.sharp_cea_720s.81.20100706_010000_TAI,0
83,hmi.sharp_cea_720s.83.20100704_180000_TAI,0
83,hmi.sharp_cea_720s.83.20100705_080000_TAI,0
83,hmi.sharp_cea_720s.83.20100706_000000_TAI,0
85,hmi.sharp_cea_720s.85.20100705_180000_TAI,0
85,hmi.sharp_cea_720s.85.20100706_080000_TAI,0
85,hmi.sharp_cea_720s.85.20100707_150000_TAI,0
85,hmi.sharp_cea_720s.85.20100708_000000_TAI,0
85,hmi.sharp_cea_720s.85.20100709_030000_TAI,0
86,hmi.sharp_cea_720s.86.20100711_010000_TAI,0
86,hmi.sharp_cea_720s.86.20100712_050000_TAI,0
86,hmi.sharp_cea_720s.86.20100712_110000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_120000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_130000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_140000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_150000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_160000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_170000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_180000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_190000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_200000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_210000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_220000_TAI,1
86,hmi.sharp_cea_720s.86.20100712_230000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_000000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_010000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_020000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_030000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_040000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_050000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_060000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_070000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_080000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_090000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_100000_TAI,1
86,hmi.sharp_cea_720s.86.20100713_160000_TAI,0
86,hmi.sharp_cea_720s.86.20100714_090000_TAI,0
86,hmi.sharp_cea_720s.86.20100715_000000_TAI,0
86,hmi.sharp_cea_720s.86.20100716_000000_TAI,0
86,hmi.sharp_cea_720s.86.20100716_180000_TAI,1
86,hmi.sharp_cea_720s.86.20100716_190000_TAI,1
86,hmi.sharp_cea_720s.86.20100716_200000_TAI,1
86,hmi.sharp_cea_720s.86.20100716_210000_TAI,1
86,hmi.sharp_cea_720s.86.20100716_220000_TAI,1
86,hmi.sharp_cea_720s.86.20100716_230000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_000000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_010000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_020000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_030000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_040000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_050000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_060000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_070000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_080000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_090000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_100000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_110000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_120000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_130000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_140000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_150000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_160000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_170000_TAI,1
86,hmi.sharp_cea_720s.86.20100717_180000_TAI,0
86,hmi.sharp_cea_720s.86.20100718_080000_TAI,0
86,hmi.sharp_cea_720s.86.20100719_070000_TAI,0
87,hmi.sharp_cea_720s.87.20100708_180000_TAI,0
87,hmi.sharp_cea_720s.87.20100709_080000_TAI,0
87,hmi.sharp_cea_720s.87.20100710_000000_TAI,0
89,hmi.sharp_cea_720s.89.20100711_190000_TAI,0
89,hmi.sharp_cea_720s.89.20100712_080000_TAI,0
89,hmi.sharp_cea_720s.89.20100713_000000_TAI,0
89,hmi.sharp_cea_720s.89.20100714_090000_TAI,0
89,hmi.sharp_cea_720s.89.20100715_000000_TAI,0
89,hmi.sharp_cea_720s.89.20100716_080000_TAI,0
90,hmi.sharp_cea_720s.90.20100713_150000_TAI,0
90,hmi.sharp_cea_720s.90.20100714_090000_TAI,0
90,hmi.sharp_cea_720s.90.20100715_000000_TAI,0
90,hmi.sharp_cea_720s.90.20100716_080000_TAI,0
90,hmi.sharp_cea_720s.90.20100717_000000_TAI,0
91,hmi.sharp_cea_720s.91.20100716_180000_TAI,0
91,hmi.sharp_cea_720s.91.20100717_050000_TAI,0
91,hmi.sharp_cea_720s.91.20100718_080000_TAI,0
91,hmi.sharp_cea_720s.91.20100719_080000_TAI,0
91,hmi.sharp_cea_720s.91.20100720_000000_TAI,0
91,hmi.sharp_cea_720s.91.20100721_170000_TAI,0
92,hmi.sharp_cea_720s.92.20100720_230000_TAI,0
92,hmi.sharp_cea_720s.92.20100721_080000_TAI,0
92,hmi.sharp_cea_720s.92.20100722_080000_TAI,0
92,hmi.sharp_cea_720s.92.20100723_080000_TAI,0
92,hmi.sharp_cea_720s.92.20100724_080000_TAI,0
92,hmi.sharp_cea_720s.92.20100725_080000_TAI,0
92,hmi.sharp_cea_720s.92.20100726_010000_TAI,0
92,hmi.sharp_cea_720s.92.20100726_050000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_060000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_070000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_080000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_090000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_100000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_110000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_120000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_130000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_140000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_150000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_160000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_170000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_180000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_190000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_200000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_210000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_220000_TAI,1
92,hmi.sharp_cea_720s.92.20100726_230000_TAI,1
